business_name,street_address,address_nickname,email_address,phone_primary,phone_secondary,website,hours_open_title,hours_open,payment_options,general_info,industry_searched,geo_location_searched
New York Document Scanning,"540 39th St, Union City, NJ 07087",,, (646) 706-7032,,http://www.new-york-document-scanning.com,,,"amex, discover, master card, paypal, visa",,Data Management,"Newark, NJ"
Jackson Hewitt Tax Service,"111 Main Ave, Passaic, NJ 07055",,, (973) 928-2182,,http://www.jacksonhewitt.com,,,,,Data Management,"Newark, NJ"
Jackson Hewitt Tax Service,"902 Richmond Ave, Staten Island, NY 10303",,jh.avc@jhnet.com, (718) 876-7145,(800) 468-9010,http://www.jacksonhewitt.com,Regular Hours,,,,Data Management,"Newark, NJ"
Jackson Hewitt Tax Service,"34 Park Ave, Rutherford, NJ 07070",,, (201) 806-2320,,,,,,,Data Management,"Newark, NJ"
Jackson Hewitt Tax Service,"1300 Forest Ave Ste A, Staten Island, NY 10302",,, (718) 876-7145,,https://www.jacksonhewitt.com,,,,,Data Management,"Newark, NJ"
MyPCBusinessOnline,"Washington, Montclair, NJ 07042",,angelguevara.incomestream@gmail.com, (973) 932-0374,,,Regular Hours,,"all major credit cards, paypal",,Data Management,"Newark, NJ"
Lemont Groupdm,"7 N Mountain Avenue  Suite 3A, Montclair, NJ 07043",,, (973) 744-2642,,http://www.lemontgroupdm.com,Regular Hours,,"visa, discover, mastercard, all major credit cards",,Data Management,"Newark, NJ"
Brick N Mortar Marketing,"45 Garfield Ave, West Orange, NJ 07052",,Dave@bricknmortarmarketing.com, (973) 789-8209,,http://bricknmortarmarketing.com,Regular Hours,,"paypal, all major credit cards",,Data Management,"Newark, NJ"
Premiere Creative,"350 Millburn Ave Ste 2, Millburn, NJ 07041",,Sean@premiereventsinc.com, (973) 346-8100,(973) 467-3060,http://www.premierecreative.com,Regular Hours,,,,SEO,"Newark, NJ"
Jackson Hewitt Tax Service,"1440 Forest Ave, Staten Island, NY 10302",,, (718) 420-9770,,http://www.jacksonhewitt.com,,,,,SEO,"Newark, NJ"
Charterdirect.net,"4 Adams Ct, Nutley, NJ 07110",,, (973) 885-9799,,,,,,,SEO,"Newark, NJ"
Nara Nyc,"1 Bowling Grn, New York, NY 10004",,, (212) 401-1620,,https://www.archives.gov/nyc,,,,,SEO,"Newark, NJ"
Iron Mountain Information Management,"525 W 20th St, New York, NY 10011",,, (212) 633-8758,(212) 242-8603,,,,,,SEO,"Newark, NJ"
Cms Statement Processing Services,"5600 Kennedy Blvd W, West New York, NJ 07093",,jfreire@cmsnews.com, (201) 866-3900,(201) 866-7610,http://cms-remote.com,,,,,SEO,"Newark, NJ"
Top Cashback USA Inc,"7 N Willow St, Montclair, NJ 07042",,, (973) 744-2455,,,,,,,SEO,"Newark, NJ"
Jackson Hewitt Tax Service,"848 Paterson Ave, East Rutherford, NJ 07073",,JH.ACQ@JHnet.com, (973) 837-9600,(973) 777-4154,http://www.jacksonhewitt.com,Regular Hours,,,,SEO,"Newark, NJ"
Forlenzacpa.com,"546 Washington Ave, Nutley, NJ 07110",,, (973) 661-2900,(866) 477-0003,http://forlenzacpa.com,Regular Hours,,discover,,SEO,"Newark, NJ"
GRM Document Management,"450 W 15th St Ste 606, New York, NY 10011",,, (866) 947-6932,(866) 947-6932,http://www.grmdocumentmanagement.com,Regular Hours,,"all major credit cards, check, debit",,SEO,"Newark, NJ"
Jackson Hewitt Tax Service,"598 Van Houten Ave, Clifton, NJ 07013",,JH.ACQ@JHnet.com, (973) 837-9600,(973) 774-1223,http://www.jacksonhewitt.com,Regular Hours,,,,SEO,"Newark, NJ"
Time Record Storage,"202 Coffey St, Brooklyn, NY 11231",,contact@timerecord.com, (718) 855-1777,(718) 855-3630,http://www.timerecord.com,Regular Hours,,,,SEO,"Newark, NJ"
Jackson Hewitt Tax Service,"675 Van Houten Ave, Clifton, NJ 07013",,, (973) 774-1223,,,,,,,SEO,"Newark, NJ"
Main Street Neighbors,"1442 Broad St, Bloomfield, NJ 07003",,, (973) 337-5631,,,,,,,SEO,"Newark, NJ"
Vision2020Online.com,"56 Wildwood Ave, Montclair, NJ 07043",,, (973) 655-8086,(800) 601-1455,http://vision2020online.com,,,,,SEO,"Newark, NJ"
Intec Management Systems Corporation,"3223 Dell Ave, North Bergen, NJ 07047",,, (201) 330-1111,(201) 864-3541,,,,,,Data Management,"Newark, NJ"
Www.tracychanhomes.com,"1283 Broad St, Bloomfield, NJ 07003",,, (973) 476-8097,(800) 755-6269,http://www.tracychanhomes.com,,,cash,,Data Management,"Newark, NJ"
Alldayallnighttowingguy.com,"255 Us Highway 1 And 9, Jersey City, NJ 07306",,, (973) 310-1681,,http://www.alldayallnighttowingguy.com,,,,,Data Management,"Newark, NJ"
Morlinoandlathea.com,"1272 Valley Rd, Montclair, NJ 07043",,, (973) 509-1903,,https://www.morlinoandlathea.com/contact.html,,,,,Data Management,"Newark, NJ"
party life productions llc,"1070 Morris Ave, Union, NJ 07083",,, (908) 248-8144,,,Regular Hours,,,,Data Management,"Newark, NJ"
NJ.com,"30 Journal Sq Ste 500, Jersey City, NJ 07306","New Jersey On-Line is a Limited Liability Company that aggregates news and places it online at NJ.com. The news sources include: The Star Ledger, The Times, The Jersey Journal, The Hunterdon County Democrat, The Reporter, The Warren Reporter, The Suburban News, The Independent Press, The Gloucester County Times, Today's Sunbeam, Salem, and The News of Cumberland County. NJ.com is an affiliate of Advance Internet.",info@Nj.com, (201) 459-2800,(888) 656-4237,http://www.nj.com,Regular Hours,,all major credit cards,,Data Management,"Newark, NJ"
SKP INVESTMENTS,"72 Van Reipen Ave, Jersey City, NJ 07306",,, (347) 335-3216,,http://www.echommcorp.com,,,"visa, discover, mastercard, all major credit cards, debit, amex",,Data Management,"Newark, NJ"
Lewis SEO,"35 Journal Square, Jersey City, NJ 07306",,, (201) 234-8537,,,,,,,SEO,"Newark, NJ"
Gastrocure.com,"401 Pleasant Valley Way, West Orange, NJ 07052",,, (973) 736-1112,,http://www.gastrocure.com,Regular Hours,,,,SEO,"Newark, NJ"
Digital Swank,"924 Bergen Ave Ste 182, Jersey City, NJ 07306",,robert@digitalswank.com, (800) 920-4537,,,,,,,SEO,"Newark, NJ"
Billsfunding.com,"911 Bergen Ave, Jersey City, NJ 07306",,, (201) 937-2323,,,,,,,SEO,"Newark, NJ"
Recruiting.com,"1 Harmon Cove Tower, Secaucus, NJ 07094",Harmon Cove Towers,, (201) 696-3928,,http://www.recruiting.com,,,,,SEO,"Newark, NJ"
Stop & Stor,"780 Gulf Ave, Staten Island, NY 10314",,, (718) 494-9000,,http://www.stopandstor.com,,,,,SEO,"Newark, NJ"
Capital Consulting Group,"473 Newark Ave Apt 401, Jersey City, NJ 07306",,, (201) 984-2663,,http://viacapital.org,Regular Hours,,,,SEO,"Newark, NJ"
Jackson Hewitt Tax Service,"36 Richmond Ter, Staten Island, NY 10301",,JH.AVC@JHnet.com, (718) 273-9770,(212) 302-0850,http://www.jacksonhewitt.com,Regular Hours,,,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"128 W 23rd St, New York, NY 10011",,, (212) 414-9020,,http://www.jacksonhewitt.com,,,,,Data Management,"Phoenix, AZ"
"JD Giron, LLC","160 Chubb Ave Ste 204, Lyndhurst, NJ 07071","Professional firms offering Web Development, Application Software Development, Web Marketing and general programming services to small to medium sized businesses. Our team includes talented and creative web         designers, IT professionals, search e",info@jdgiron.com, (201) 824-5071,,http://www.jdgiron.com,Regular Hours,,"master card, check, discover, amex, visa",,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"410 Commerce Blvd, Carlstadt, NJ 07072",,, (201) 531-1603,,http://www.jacksonhewitt.com,,,"master card, visa, amex, discover",,Data Management,"Phoenix, AZ"
Ihssahn Mohammed,"1131 Cranbury Rd, Union, NJ 07083",,Ihsaan@ihsaanmarketing.com, (973) 932-0653,,http://www.ihsaanmarketing.com,Regular Hours,,,,Data Management,"Phoenix, AZ"
Eagle Business Archives,"30 Commerce Rd, Carlstadt, NJ 07072",,, (201) 635-1700,,,,,,,Data Management,"Phoenix, AZ"
"vSplash Techlabs, Inc.","1050 Wall St W, Lyndhurst, NJ 07071",,sales@vsplash.com, (201) 355-0066,,http://www.vsplash.com,Regular Hours,,"all major credit cards, check, debit, paypal, travelers checks",,Data Management,"Phoenix, AZ"
Recall Total Informatio Management,"115 Moonachie Ave, Moonachie, NJ 07074",,, (201) 373-0048,,http://recall.com,Regular Hours,,,,Data Management,"Phoenix, AZ"
Scantronix,"481 Van Brunt St Unit 8d, Brooklyn, NY 11231",,, (718) 935-0923,,http://www.scantronix.net,Regular Hours,,"all major credit cards, amex, mastercard, visa, discover",,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"450 9th Ave, New York, NY 10018",,I_Kempler@jhnet.com, (212) 268-6600,(212) 239-1984,http://www.jacksonhewitt.com,,,,,Data Management,"Phoenix, AZ"
e-commercebusinessworld.com,"236 Newark Ave, Jersey City, NJ 07302",,carieerfocus@gmail.com, (609) 473-0246,(646) 707-1766,,Regular Hours,,all major credit cards,,Data Management,"Phoenix, AZ"
TV PRO,"38 Jackson St, Hoboken, NJ 07030",,valtvpro@aol.com, (917) 285-9474,(646) 266-6754,,Regular Hours,,cash only,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"6246 N 27th Ave, Phoenix, AZ 85017",,JH.HAG@JHnet.com, (602) 841-7048,(602) 841-6008,http://www.jacksonhewitt.com,Regular Hours,,,,Data Management,"Phoenix, AZ"
Donnyserpico.com,"160 Thorne St, Jersey City, NJ 07307",,, (201) 772-0007,,,,,,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"10001 N Metro Pkwy W, Phoenix, AZ 85051",,, (602) 589-7103,,,,,,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"3517 W Thunderbird Rd, Phoenix, AZ 85053",Thunderbird Square,, (602) 589-7103,,http://www.jacksonhewitt.com,Regular Hours,,,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"4212 W Cactus Rd Ste 1109, Phoenix, AZ 85029",,, (602) 942-0576,,http://www.jacksonhewitt.com,Regular Hours,,,,Data Management,"Phoenix, AZ"
Columbus Strategies,"1 Marina Ky, Secaucus, NJ 07094",,, (973) 634-4846,,,Regular Hours,,,,SEO,"Phoenix, AZ"
Pharma Media Corp,"218 Stuyvesant Ave Ste 4, Lyndhurst, NJ 07071",,contactus@pharmamediacorp.com, (201) 507-9009,,,Regular Hours,,,,SEO,"Phoenix, AZ"
Jackson Hewitt Tax Service,"4435 W Anthem Way, Anthem, AZ 85086",,, (623) 745-3844,,https://office.jacksonhewitt.com/tax-preparation-services-locations/en/az/anthem/4435-west-anthem-way/55329?utm_source=extnet&utm_medium=local&utm_campaign=localmaps&utm_content=55329,Regular Hours,,debit,"Jackson Hewitt provides year-round support to hard-working clients with innovative, low-cost tax solutions. Call us for availability. Our clients get the Maximum Refund and Lifetime Accuracy guarantees, or we pay. Still need to file? Call our office or visit us online to learn about all available filing options. We are happy to help with your tax needs.",SEO,"Phoenix, AZ"
Integrity Bookkeeping & Payroll Service,,,integritybps@cox.net, (623) 234-3445,,,Regular Hours,,"visa, master card, amex, discover, check","Personal and Business Tax returns 
QuickBooks Set up for a nominal fee 
I provide Full Charge Bookkeeper Services for small businesses from my office. My qualifications are as follows: *Ascertaining whether company assets are properly accounted for & safeguarded from loss *Prepare Financial Statements ? Balance Sheet, YTD Profit & Loss, Budget vs. *Posting monthly, quarterly and yearly accruals *Reviewing General Ledger & Preparing Journal Entries *Researching and correcting account discrepancies *Process Accounts Payables & Accounts Receivables *Bank and general ledger reconciliations 
*Payroll processing, quarterly & year end payroll tax returns & government reporting, YE W-2?s, 1099?s *Tracking fixed assets and preparation of depreciation schedules - Assisting of yearly budgets References are available once we meet My hourly rates are very competitive I have been providing this professional service since 1999 Email your contact information and area of interest",SEO,"Phoenix, AZ"
Iron Mountain,"3338 W Twain Ct, Anthem, AZ 85086",,, (623) 551-9032,(800) 899-4766,http://www.ironmountain.com,,,,,SEO,"Phoenix, AZ"
Jackson Hewitt Tax Service,"6135 N 35th Ave Ste 125, Phoenix, AZ 85017",,, (602) 589-5633,,,,,,,SEO,"Phoenix, AZ"
Jackson Hewitt Tax Service,"5118 W Northern Ave, Glendale, AZ 85301",,, (623) 842-9389,,http://www.jacksonhewitt.com,,,,,SEO,"Phoenix, AZ"
Search Explosion,"1202 E Maryland Ave Ste 2d, Phoenix, AZ 85014",,fletch@searchexplosion.com, (480) 351-2202,,https://www.searchexplosion.com,Regular Hours,,financing available,,SEO,"Phoenix, AZ"
Dollar Self Storage,"5445 W Baseline Rd, Laveen, AZ 85339",,customerservice@dollarselfstorage.com, (602) 237-7088,,http://www.sparefoot.com,Regular Hours,,"master card, visa, all major credit cards, amex, diners club, discover",,SEO,"Phoenix, AZ"
Jackson Hewitt Tax Service,"3415 W Glendale Ave, Phoenix, AZ 85051",,, (602) 589-5633,(602) 864-6740,http://www.jacksonhewitt.com,,,,,SEO,"Phoenix, AZ"
Scottsdale Self Storage,"2950 N Pima Rd, Scottsdale, AZ 85251",,, (480) 867-4492,,https://www.castorage.com/storage/arizona/storage-units-scottsdale/2950-N-Pima-Road-245?utm_source=google&utm_medium=local&utm_content=245&utm_campaign=localmaps,Regular Hours,,"amex, cash, check, visa, discover, master card","Scottsdale Self Storage is your one-stop shop for all of your storage needs. Whether you need storage for work or school, for a move or a renovation, or you simply need to make room in your home, we've got you covered! Our exceptional service, clean facilities, flexible payment options, awesome move-in deals, and free moving truck make us ideal for any storage situation. Take back your space with Scottsdale Self Storage!",SEO,"Phoenix, AZ"
Scottsdale Storage Solutions,"6900 E Thomas Rd, Scottsdale, AZ 85251",,scottsdale@storage-solutions.org, (480) 269-5902,(480) 844-3900,https://www.storage-solutions.org/storage/arizona/storage-units-scottsdale/6900-East-Thomas-Road-133?utm_source=google&utm_medium=local&utm_content=133&utm_campaign=localmaps,Regular Hours,,"cash, check, amex, discover, master card, visa","About Scottsdale Storage Solutions 
 
Come to Scottsdale Storage Solutions for all your business and residential storage needs! We are located on Thomas Road in Scottsdale, Arizona, just minutes from Highway 101. We proudly serve the neighboring communities of Phoenix, Camelback East Village, Tempe, Mesa, McCormick Ranch, Paradise Valley, and Encanto Village. 
 
Our flexible storage options are perfect for area businesses. We have climate-controlled storage units for safe and secure office document storage and a business center with fax and copy services. These amenities also work well for residential clients and students at nearby schools, such as Scottsdale Community College.",SEO,"Phoenix, AZ"
Rj's Internet Marketing Services,"4022 E Alta Vista Rd, Phoenix, AZ 85042",,Rita@rjsinternetmarketing.com, (602) 454-9408,(866) 651-3073,http://www.rjsinternetmarketing.com,Regular Hours,,"all major credit cards, mastercard, visa, discover, amex",,SEO,"Phoenix, AZ"
